Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1txHbsMQPOPqjigbBXTULL,"The Wah Watusi","The Wah-Watusi/South Street","The Orlons",1962-01-01,150240,45,false,sauerro,2021-11-06T14:02:15Z,"doo-wop,northern soul,philly soul","ABKCO (US)",0.768,0.684,4,-6.116,0,0.0398,0.138,0.000898,0.0642,0.887,134.116,4
spotify:track:6LahUh0U4umx6hDFfVWlGi,"You Don't Know Me","Modern Sounds in Country and Western Music Vols 1 & 2","Ray Charles",2009-06-02,196920,0,false,sauerro,2021-11-06T14:02:31Z,"jazz blues,soul,soul blues,blues,classic soul,vocal jazz","Concord Records",0.231,0.284,3,-12.178,1,0.0415,0.881,0,0.0992,0.369,70.679,5
spotify:track:1ak42b7a7AIkv5RXj7lxGc,"Ramblin' Rose - Remastered 2005","The World Of Nat King Cole","Nat King Cole",2005-01-01,170506,7,false,sauerro,2021-11-06T14:02:48Z,"christmas,adult standards,vocal jazz","Capitol Records",0.397,0.272,10,-14.08,1,0.0267,0.907,0.00000368,0.319,0.371,97.173,4
spotify:track:49EREAJLyEwhYyaPvJizWd,"Only Love Can Break A Heart","18 All-Time Greatest Hits","Gene Pitney",2009-07-04,169346,18,false,sauerro,2021-11-06T14:03:10Z,"","Gusto Records",0.31,0.383,5,-8.629,0,0.0284,0.901,0.00000253,0.61,0.282,85.565,4
spotify:track:3uwIoa2emQILz6BmH6MtiW,"Return to Sender - From Girls! Girls! Girls!","Girls! Girls! Girls!","Elvis Presley",1962-11-12,126693,64,false,sauerro,2021-11-06T14:03:27Z,"rockabilly,rock and roll","RCA/Legacy",0.845,0.563,8,-9.488,1,0.0439,0.628,0,0.0614,0.969,130.335,4
spotify:track:6FXjVsmKPW93LXRFYhfmmw,"Limbo Rock","Chubby Checker Classics","Chubby Checker",1962-01-01,148520,50,false,sauerro,2021-11-06T14:03:47Z,"rock and roll","TEEC Recordings",0.745,0.894,8,-4.811,1,0.0376,0.154,0.000646,0.0753,0.971,87.498,4
spotify:track:1EtQ8AIs2pHW6FwFvtYPd7,"Ruby Baby","Ruby Baby","Dion",1963-12-31,156480,38,false,sauerro,2021-11-06T14:04:06Z,"doo-wop","Columbia/Legacy",0.643,0.538,4,-14.049,1,0.132,0.788,0,0.226,0.599,121.728,4
spotify:track:5DTOOkooKFUvWj1XQTFa09,"The End of the World","The Essential Skeeter Davis","Skeeter Davis",1994-05-23,157573,68,false,sauerro,2021-11-06T14:04:28Z,"","RCA Records Label Nashville",0.232,0.216,10,-10.674,1,0.0314,0.936,0.00000493,0.246,0.432,94.268,3
spotify:track:2U0nKiD5JIHI2eRVxaz38d,"Can't Get Used to Losing You","Days of Wine and Roses","Andy Williams",1963-12-10,141933,27,false,sauerro,2021-11-06T14:04:57Z,"christmas,adult standards","Columbia/Legacy",0.532,0.182,0,-12.245,1,0.0325,0.966,0.00316,0.0476,0.723,91.02,4
spotify:track:3hqsBLMAqJqrhr434Z7WlA,"Puff the Magic Dragon","Moving","Peter Paul and Mary",1963,206866,62,false,sauerro,2021-11-06T14:05:14Z,"folk,folk rock","Warner Records",0.507,0.088,9,-23.309,1,0.0343,0.51,0,0.0984,0.398,144.226,4
spotify:track:4SDGb2V6J2rEbxNujwNeMl,"Wipe Out","Wipe Out","The Surfaris",2005-01-01,166092,54,false,sauerro,2021-11-06T14:05:59Z,"surf rock","The Surfaris",0.461,0.955,11,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,4
spotify:track:0XIe81wYNtdvIttRAUEau4,"Blowin' in the Wind - 2004 Remaster","The Very Best of Peter Paul and Mary","Peter Paul and Mary",2005-08-23,176693,40,false,sauerro,2021-11-06T14:06:22Z,"folk,folk rock","Rhino/Warner Records",0.328,0.108,5,-16.426,1,0.0368,0.75,0,0.113,0.567,40.12,4
spotify:track:2Vo28PCuSInCfdZ2WMHVPL,"Hello Muddah Hello Faddah (A Letter from Camp) - Remastered Version","Rhino Hi-Five: Allan Sherman","Allan Sherman",2006-01-17,174653,0,false,sauerro,2021-11-06T14:06:44Z,"comedy","Rhino",0.619,0.409,9,-12.887,1,0.201,0.81,0,0.641,0.626,115.591,4
spotify:track:31s2mbxcx4LX1EtZg1fUvA,"Sally Go Round The Roses","Sally Go 'Round The Roses - The Very Best Of The Jaynetts","The Jaynetts",2011-06-14,195400,34,false,sauerro,2021-11-06T14:07:01Z,"doo-wop","Resnik Music Group",0.694,0.453,2,-12.583,1,0.0327,0.234,0.546,0.0703,0.457,146.6,4
spotify:track:1WN4uNclrDuczTO3bCr8s1,"Be My Baby","Presenting the Fabulous Ronettes Featuring Veronica","The Ronettes",1964-11-01,160906,82,false,sauerro,2021-11-06T14:07:21Z,"christmas","Legacy Recordings",0.512,0.771,4,-7.006,1,0.0402,0.168,0,0.0895,0.803,129.639,4
spotify:track:2JwLfiU13mnYuiqcqriOLl,"Washington Square","The Original Washington Square","The Village Stompers",1963-11-26,162333,33,false,sauerro,2021-11-06T14:07:40Z,"","Epic/Legacy",0.801,0.301,4,-12.197,0,0.0464,0.565,0.14,0.214,0.769,119.916,4
spotify:track:0iA3xXSkSCiJywKyo1UKjQ,"Louie Louie","The Best of The Kingsmen","The Kingsmen",2006-01-31,165381,65,false,sauerro,2021-11-06T14:08:29Z,"proto-punk,garage rock","Kingsmen Int'l Licensing, Inc.",0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,4
spotify:track:7ngRS53kqxLcEt9Pythc5d,"You Don't Own Me","Lesley Gore Sings Of Mixed-Up Hearts","Lesley Gore",1963-11-01,150000,73,false,sauerro,2021-11-06T14:09:03Z,"","Mercury Records",0.473,0.434,2,-10.02,1,0.0257,0.701,0,0.628,0.711,94.814,3
spotify:track:5ZBeML7Lf3FMEVviTyvi8l,"Twist And Shout - Remastered 2009","Please Please Me (Remastered)","The Beatles",1963-03-22,155226,79,false,sauerro,2021-11-06T14:09:29Z,"classic rock,psychedelic rock","EMI Catalogue",0.482,0.849,2,-9.198,1,0.0452,0.641,0.00000774,0.0414,0.937,124.631,4
spotify:track:7Aobt67JnaF7qN8jCCKvHq,"Do You Want To Know A Secret - Remastered 2009","Please Please Me (Remastered)","The Beatles",1963-03-22,117013,69,false,sauerro,2021-11-06T14:09:48Z,"classic rock,psychedelic rock","EMI Catalogue",0.673,0.349,4,-12.414,1,0.0368,0.608,0,0.38,0.609,124.451,4
spotify:track:5IM6psLoDLytszopZz9ZOm,"My Boy Lollipop","My Boy Lollipop: The Best Of Millie Small","Millie Small",2010-01-01,120466,56,false,sauerro,2021-11-06T14:10:14Z,"rocksteady,ska,electro swing","UMC (Universal Music Catalogue)",0.678,0.607,2,-8.131,1,0.0347,0.133,0,0.0863,0.964,132.717,4
spotify:track:5U90frktyvacTZiBLu4k8i,"Memphis","Greatest Hits","Johnny Rivers",1998-01-01,157733,0,false,sauerro,2021-11-06T14:10:46Z,"","Shout Factory",0.776,0.257,4,-19.281,1,0.0549,0.0659,0.00031,0.973,0.635,93.425,4
spotify:track:4RJi2cYNOxfklHZZ7foR2y,"Bread and Butter","The Newbeats","The Newbeats",2011-09-20,122720,45,false,sauerro,2021-11-06T14:11:09Z,"northern soul,doo-wop","Hickory Records (2009 Deal)",0.71,0.546,2,-14.582,1,0.0469,0.757,0.00981,0.152,0.897,82.182,4
spotify:track:6rLqjzGV5VMLDWEnuUqi8q,"Dancing In The Street","Dance Party","Martha Reeves & The Vandellas",1965-01-01,165226,67,false,sauerro,2021-11-06T14:11:27Z,"motown,northern soul,classic soul,soul","UNI/MOTOWN",0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,4
spotify:track:48obzdkQV1biEq8cPsGLys,"Last Kiss","Last Kiss","J. Frank Wilson & The Cavaliers",2015-09-11,148680,46,false,sauerro,2021-11-06T14:12:05Z,"doo-wop","K-Tel",0.746,0.482,1,-7.919,0,0.0471,0.262,0,0.0671,0.698,135.202,4
spotify:track:3dzW0SoVNyJTWWJimX8stj,"She's Not There","Begin Here","The Zombies",1965-03-01,145293,0,false,sauerro,2021-11-06T14:12:46Z,"baroque pop,psychedelic rock","Marquis Enterprises Ltd",0.523,0.803,4,-5.189,0,0.045,0.579,0,0.0948,0.898,132.316,4
spotify:track:6lWCT9kctZxKMERn6MzaGC,"Can't You Hear My Heartbeat","HERMAN'S HERMITS THEIR GREATEST HITS","Herman's Hermits",1973-01-01,134840,19,false,sauerro,2021-11-06T14:13:09Z,"","ABKCO Music and Records, Inc.",0.566,0.611,9,-7.886,1,0.0342,0.123,0,0.0586,0.921,136.59,3
spotify:track:6AxrqcdIE5lSjXxKUyBAU0,"Count Me In","A Session With Gary Lewis And The Playboys","Gary Lewis & The Playboys",1965-08-01,142066,37,false,sauerro,2021-11-06T14:13:31Z,"","CAPITOL CATALOG MKT (C92)",0.562,0.525,5,-13.038,1,0.0338,0.298,0,0.0691,0.786,80.508,4
spotify:track:3AhXZa8sUQht0UEdBJgpGc,"Like a Rolling Stone","Highway 61 Revisited","Bob Dylan",1965-08-30,369600,79,false,sauerro,2021-11-06T14:19:23Z,"folk rock,folk,singer-songwriter,roots rock,country rock","Columbia",0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4
spotify:track:2dq2J24oIF67Uvttut4dv7,"Treat Her Right","The Best Of Roy Head","Roy Head And The Traits",2009-01-01,125893,52,false,sauerro,2021-11-06T14:19:55Z,"","Geffen",0.599,0.622,0,-7.621,1,0.0571,0.4,0.00273,0.292,0.961,161.929,4
spotify:track:1gcY3t8AODYm42HsxVPo8R,"A Lover's Concerto","The Toys Sing A Lover's Concerto and Attack!","The Toys",2005-02-08,158000,45,false,sauerro,2021-11-06T14:20:21Z,"northern soul,doo-wop,motown","Rhino",0.675,0.74,2,-5.551,1,0.052,0.633,0,0.149,0.836,123.651,4
spotify:track:76fFBiExDKgsGBaPzVok5k,"1-2-3","Len Barry's Greatest Hits - The Original Masters","Len Barry",2008-12-12,145813,23,false,sauerro,2021-11-06T14:21:17Z,"northern soul,philly soul","That Philly Sound",0.69,0.494,5,-14.206,1,0.0386,0.246,0,0.117,0.643,126.548,4
spotify:track:2KOt2JrCB720UxIbyzweQo,"Barbara Ann","Spirit Of America","The Beach Boys",1975-04-14,133893,68,false,sauerro,2021-11-06T14:21:44Z,"baroque pop","Capitol Records",0.581,0.669,6,-3.659,1,0.0385,0.19,0,0.243,0.926,78.073,4
spotify:track:70SQ8mfy9wAeWLczsTN6FH,"19th Nervous Breakdown - (Original Single Mono Version)","Singles 1965-1967","The Rolling Stones",2004-07-12,236480,34,false,sauerro,2021-11-06T14:22:17Z,"classic rock,rock","ABKCO Music and Records, Inc.",0.479,0.847,4,-7.38,1,0.0376,0.0153,0.052,0.336,0.809,96.338,4
spotify:track:3c06k9x6MHHdPQi3ix68yF,"Daydream","Daydream","The Lovin' Spoonful",1966-03,139093,60,false,sauerro,2021-11-06T14:22:48Z,"folk rock","Buddah",0.822,0.332,1,-11.369,1,0.0506,0.834,0,0.11,0.834,110.802,4
spotify:track:75miYzXfHBB7Bb8zbLMzFZ,"Bang Bang (My Baby Shot Me Down)","The Sonny Side Of Chér","Cher",1966-04-01,165293,45,false,sauerro,2021-11-06T14:23:08Z,"","CAPITOL CATALOG MKT (C92)",0.515,0.291,7,-17.016,0,0.0302,0.311,0,0.288,0.781,84.264,4
spotify:track:7BkAlVpGwXXl3sYNn5OoJ7,"Rainy Day Women #12 & 35","Blonde On Blonde","Bob Dylan",1966-06-20,274066,50,false,sauerro,2021-11-06T14:23:28Z,"folk rock,folk,singer-songwriter,roots rock,country rock","Columbia",0.556,0.592,5,-7.378,1,0.0337,0.458,0,0.0637,0.587,94.887,4
spotify:track:2xzkdWhWEm9r4laA0mbxtA,"A Groovy Kind Of Love","The Best Of Wayne Fontana & The Mindbenders 20th Century Masters The Millennium Collection","Mindbenders",2004-01-01,120373,44,false,sauerro,2021-11-06T14:23:55Z,"","Island Mercury",0.462,0.623,9,-6.935,1,0.0275,0.521,0,0.135,0.669,97.221,4
spotify:track:06YcuDoEZvMcxgzvtzJTz4,"Did You Ever Have to Make up Your Mind?","Do you Believe In Magic","The Lovin' Spoonful",1965-11,119373,42,false,sauerro,2021-11-06T14:24:15Z,"folk rock","Buddah",0.789,0.5,7,-9.064,1,0.0342,0.761,0,0.181,0.945,120.214,4
spotify:track:6DuLN8tFW0DkH9wsbTHZsX,"Red Rubber Ball","Red Rubber Ball (A Collection)","The Cyrkle",1991-08-27,137493,47,false,sauerro,2021-11-06T14:24:42Z,"baroque pop","Legacy/Columbia",0.644,0.459,9,-11.702,1,0.0322,0.657,0,0.0876,0.852,92.801,4
spotify:track:6zXUBpvUBzqps33B8YLTrg,"Lil' Red Riding Hood","The MGM Singles","Sam The Sham & The Pharaohs",2011-01-01,161160,0,false,sauerro,2021-11-06T14:24:58Z,"","Universal (MT)",0.756,0.39,2,-9.576,1,0.0346,0.727,0,0.0952,0.539,122.316,4
spotify:track:4vju55Ag7apDL2CfotuE7Q,"Sunny","Sunny","Bobby Hebb",1966-01-01,165066,69,false,sauerro,2021-11-06T14:25:13Z,"northern soul,classic soul","Hip-O Select",0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,4
spotify:track:1tdltVUBkiBCW1C3yB4zyD,"Yellow Submarine","Yellow Submarine Songtrack","The Beatles",2014-01-01,159160,64,false,sauerro,2021-11-06T14:25:35Z,"classic rock,psychedelic rock","EMI Catalogue",0.616,0.636,1,-7.055,1,0.0325,0.208,0,0.517,0.654,110.618,4
spotify:track:4cix9zymmhisLuM56RDcB7,"Mellow Yellow","Mellow Yellow","Donovan",1967-03,227226,54,false,sauerro,2021-11-06T14:25:44Z,"folk rock,psychedelic rock","Epic",0.71,0.319,2,-12.387,1,0.0667,0.534,0.0201,0.211,0.757,105.489,4
spotify:track:6qF3qHvzEmh7bkdBatxQuS,"Snoopy Vs. The Red Baron","Snoopy Vs. The Red Baron","The Royal Guardsmen",1967-01-01,160680,42,false,sauerro,2021-11-06T14:26:08Z,"christmas","Capitol Records",0.612,0.837,6,-8.504,1,0.0609,0.436,0,0.337,0.749,126.783,4
spotify:track:66BjgQodHebiX5QGpBAjyQ,"Tell It Like It Is","The Very Best Of Aaron Neville","Aaron Neville",2000-01-11,164560,55,false,sauerro,2021-11-06T14:26:41Z,"classic soul","A&M Records",0.542,0.461,2,-7.071,0,0.0286,0.465,0,0.177,0.629,94.214,3
spotify:track:73XQBWHSVLL1939hb8cQTm,"Georgy Girl","The Seekers","The Seekers",1989-01-30,140440,57,false,sauerro,2021-11-06T14:28:04Z,"","Parlophone UK",0.515,0.496,4,-7.446,1,0.0324,0.265,0,0.182,0.651,153.582,4
spotify:track:1mFrjW8e8fuAOowlU3Q3Dr,"Dedicated To The One I Love","Deliver","The Mamas & The Papas",1967-01-01,178733,66,false,sauerro,2021-11-06T14:28:21Z,"folk rock","Geffen",0.396,0.452,7,-8.809,1,0.0326,0.814,0,0.192,0.307,103.264,4
spotify:track:4esjgEE7Z1FbIoGobLxjfi,"A Little Bit Me a Little Bit You - Stereo Remix","Headquarters (Deluxe Edition)","The Monkees",1967-05-22,172306,29,false,sauerro,2021-11-06T14:28:44Z,"","Rhino",0.678,0.779,5,-7.116,1,0.0462,0.157,0.0201,0.128,0.824,78.733,4
spotify:track:0pvA063uNyGQFp7DNtmk0P,"Sweet Soul Music","Rhino Hi-Five: Arthur Conley","Arthur Conley",2005-04-19,141066,0,false,sauerro,2021-11-06T14:29:05Z,"northern soul,motown,classic soul,soul","Rhino Atlantic",0.59,0.659,5,-9.669,1,0.0697,0.104,0.00000656,0.356,0.965,80.201,4
spotify:track:4Cl6BCh0RGp9puOTMkZlMM,"Little Bit O' Soul - Remastered","Little Bit O' Soul - The Best Of","Music Explosion",2002-01-01,141866,39,false,sauerro,2021-11-06T14:29:26Z,"garage rock,bubblegum pop","Capitol Records",0.539,0.694,7,-8.627,1,0.0697,0.384,0,0.202,0.877,131.901,4
spotify:track:6ft9PAgNOjmZ2kFVP7LGqb,"Can't Take My Eyes off You","The Very Best of Frankie Valli & The 4 Seasons","Frankie Valli",2003-01-14,203240,74,false,sauerro,2021-11-06T14:29:51Z,"","Rhino",0.575,0.764,4,-7.448,1,0.0746,0.566,0.0000107,0.0692,0.536,123.821,4
spotify:track:35Agv76BTtZGXlXutlfuYj,"I Was Made To Love Her","I Was Made To Love Her","Stevie Wonder",1967-08-01,158666,39,false,sauerro,2021-11-06T14:30:32Z,"motown,classic soul,soul","Motown",0.349,0.543,10,-10.577,1,0.0429,0.296,0,0.0665,0.875,202.426,4
spotify:track:4yChgYDVcQrAgIEIErW27b,"Reflections","Reflections (Expanded Edition)","Diana Ross & The Supremes",1968-03-25,169893,52,false,sauerro,2021-11-06T14:30:50Z,"motown,northern soul,classic soul","UNI/MOTOWN",0.687,0.45,1,-10.379,1,0.0258,0.273,0,0.0694,0.752,99.832,4
spotify:track:32ssNweOtmacNBEC2kHzA8,"Never My Love - Remastered Version","Insight Out","The Association",1967,187693,61,false,sauerro,2021-11-06T14:31:09Z,"baroque pop,acid rock","Rhino/Warner Records",0.435,0.428,6,-11.747,1,0.0268,0.171,0.000708,0.149,0.61,95.534,4
spotify:track:4eGHlplaq1ME8oetnTuFFf,"Soul Man","Soul Men","Sam & Dave",1967,159000,68,false,sauerro,2021-11-06T14:31:42Z,"motown,soul,classic soul","Rhino Atlantic",0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,4
spotify:track:5Ozv6hQIj20iX3nFfJCe8E,"The Rain The Park And Other Things","The Cowsills","The Cowsills",1967-10-01,184240,57,false,sauerro,2021-11-06T14:31:55Z,"baroque pop,bubblegum pop","Mercury Records",0.376,0.662,11,-8.771,1,0.0404,0.809,0.00131,0.683,0.691,131.582,4
spotify:track:1aRrJewQmqU3wMUf86VVc6,"I Heard It Through The Grapevine","Everybody Needs Love","Gladys Knight & The Pips",1967,165893,49,false,sauerro,2021-11-06T14:32:11Z,"motown,classic soul,soul,northern soul","Motown",0.685,0.589,5,-11.785,1,0.0417,0.213,0.0000222,0.205,0.906,112.385,4
spotify:track:1b6GAWXcj1qvzmzsgRDSbm,"Chain of Fools - 2021 Remaster","The Genius of Aretha Franklin","Aretha Franklin",2021-02-19,167152,28,false,sauerro,2021-11-06T14:32:42Z,"soul,motown,classic soul,jazz blues","Rhino Atlantic",0.719,0.523,10,-10.927,1,0.039,0.194,0,0.389,0.943,116.674,4
spotify:track:021O8Fvrww2EJB8220tgXo,"(Theme From) Valley of the Dolls","The Valley of the Dolls","Dionne Warwick",1968,218840,40,false,sauerro,2021-11-06T14:33:02Z,"","Rhino",0.23,0.273,5,-13.277,1,0.0352,0.871,0.00000221,0.059,0.0868,74.919,4
spotify:track:3F64pIPqvcujnwvcVLVZ64,"Young Girl","Young Girl: The Best Of Gary Puckett & The Union Gap","Gary Puckett & The Union Gap",2004-04-26,194493,52,false,sauerro,2021-11-06T14:33:18Z,"","Columbia/Legacy",0.408,0.544,3,-8.277,1,0.0333,0.653,0,0.512,0.446,119.112,4
spotify:track:6e5dOtgCiKkITJxtWSuLBE,"Cry Like a Baby","Cry Like A Baby","The Box Tops",1968-07-28,152400,44,false,sauerro,2021-11-06T14:33:34Z,"","Arista/Legacy",0.666,0.465,2,-11.785,1,0.0307,0.344,0.00000482,0.497,0.771,132.808,4
spotify:track:5c3SBfvWYFtf5FQiNkg6FV,"The Good The Bad and The Ugly","Music From A Fistful Of Dollars For A Few Dollars More The Good The Bad And The Ugly","Hugo Montenegro & His Orchestra",1995-05-23,165400,38,false,sauerro,2021-11-06T14:34:11Z,"exotica","RCA Records Label",0.539,0.544,0,-13.569,1,0.0397,0.545,0.634,0.506,0.534,116.524,4
spotify:track:5DBEFajBEaHgbbwe7oN0KP,"MacArthur Park","A Tramp Shining","Richard Harris",1968-01-01,450106,52,false,sauerro,2021-11-06T14:34:28Z,"baroque pop","Geffen*",0.246,0.343,10,-15.643,1,0.0303,0.796,0.483,0.143,0.374,170.276,3
spotify:track:4avadiiNRv0ogFtkG7rKWy,"The Horse (Stereo)","The Phil-LA of Soul Singles Collection 1968-1972","Cliff Nobles",2008-01-01,160640,26,false,sauerro,2021-11-06T14:34:50Z,"northern soul,philly soul","The Phil-LA of Soul",0.6,0.633,0,-6.155,0,0.0286,0.176,0.886,0.148,0.81,137.981,4
spotify:track:2v32CGfALncxmdlF4JbKZ4,"Lady Willpower","Young Girl: The Best Of Gary Puckett & The Union Gap","Gary Puckett & The Union Gap",2004-04-26,159533,40,false,sauerro,2021-11-06T14:35:07Z,"","Columbia/Legacy",0.548,0.518,2,-8.037,1,0.0288,0.506,0,0.435,0.617,122.811,4
spotify:track:4DK3JpX2NkEMhCnltUEvUg,"Classical Gas","The Mason Williams Phonographic Record","Mason Williams",1968,184800,55,false,sauerro,2021-11-06T14:35:25Z,"","Rhino/Warner Records",0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,4
spotify:track:3lN8PP6R2IxbLP05QpYXng,"Born To Be Wild - Single Version","Steppenwolf","Steppenwolf",1968-01-01,212893,78,false,sauerro,2021-11-06T14:35:49Z,"classic rock,acid rock","Geffen*",0.439,0.734,2,-12.168,1,0.097,0.262,0.333,0.244,0.54,145.703,4
spotify:track:44Y5Yh5OSciJB6ODlAhlHo,"Fire","The Crazy World of Arthur Brown","The Crazy World Of Arthur Brown",2010-12-16,175893,0,false,sauerro,2021-11-06T14:36:10Z,"psychedelic rock,acid rock","Esoteric Recordings",0.435,0.912,5,-6.895,0,0.0965,0.554,0.547,0.773,0.321,138.566,4
spotify:track:1EMGDP9KlsgTHCDPKeIpID,"Little Green Apples","Hickory Holler Revisted","O.C. Smith",1968-05-15,240000,33,false,sauerro,2021-11-06T14:36:29Z,"","Columbia/Legacy",0.408,0.296,6,-15.525,1,0.056,0.722,0.00000167,0.076,0.218,83.825,4
spotify:track:6QOg1CWFpLAsIK7I54JX4G,"Those Were The Days - Remastered","Post Card (Remastered 2010 / Deluxe Edition)","Mary Hopkin",1969-02-21,310213,55,false,sauerro,2021-11-06T14:36:55Z,"baroque pop","EMI Catalogue",0.374,0.292,6,-9.404,0,0.0319,0.869,0.000581,0.108,0.497,169.685,3
spotify:track:4kP69y3GKHi9tXckfgp4bK,"For Once In My Life","For Once In My Life","Stevie Wonder",1968-12-01,169800,76,false,sauerro,2021-11-06T14:37:10Z,"motown,classic soul,soul","Motown",0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,4
spotify:track:3Rhxe6P1im82NFVkt9X2qZ,"I'm Gonna Make You Love Me","Diana Ross & The Supremes Join The Temptations","Diana Ross & The Supremes,The Temptations",1968-11-08,187333,53,false,sauerro,2021-11-06T14:37:27Z,"motown,northern soul,classic soul,soul","UNI/MOTOWN",0.635,0.393,10,-11.894,1,0.0428,0.394,0,0.255,0.427,98.332,4
spotify:track:2EZc13S7YRi6bTS3SKteRN,"Proud Mary","Bayou Country","Creedence Clearwater Revival",1969-01-05,187226,55,false,sauerro,2021-11-06T14:37:41Z,"classic rock,southern rock,country rock","Fantasy Records",0.72,0.391,2,-16.595,1,0.0342,0.163,0.0000829,0.046,0.786,120.794,4
spotify:track:1I4MNCfafprkJ1z2UCqOW3,"Traces","Best Of","Classics IV,Dennis Yost",1989-08-31,168533,36,false,sauerro,2021-11-06T14:38:14Z,"","EMI/EMI Records (USA)",0.362,0.286,11,-13.042,0,0.0305,0.565,0.00403,0.128,0.419,107.318,4
spotify:track:76OUhpuAQSQ2orR5TUeeRc,"You've Made Me So Very Happy","Blood Sweat & Tears (Expanded Edition)","Blood Sweat & Tears",1968-12,258733,54,false,sauerro,2021-11-06T14:38:34Z,"","Columbia/Legacy",0.414,0.501,3,-9.105,0,0.0443,0.253,0,0.353,0.452,95.837,4
spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,"It's Your Thing","It's Our Thing (Expanded Edition)","The Isley Brothers",1969-08-21,169293,62,false,sauerro,2021-11-06T14:38:52Z,"motown,quiet storm,soul,classic soul,northern soul","Epic/Legacy",0.376,0.67,10,-9.273,1,0.0854,0.0727,0.00000252,0.0718,0.837,185.503,4
spotify:track:5pjlEqTAOq1snQlcSMgF14,"Hair","The Best Of The Cowsills","The Cowsills",1988-01-01,210333,44,false,sauerro,2021-11-06T14:39:05Z,"baroque pop,bubblegum pop","CM ANGEL (A91)",0.533,0.509,0,-12.442,0,0.0546,0.424,0,0.308,0.585,114.964,4
spotify:track:7DeAxFh0hdupc0nzzM3jAa,"Love Can Make You Happy","Love Can Make You Happy","Mercy",2009-06-02,208293,37,false,sauerro,2021-11-06T14:39:33Z,"","Stone Music Family, LLC",0.29,0.261,4,-14.348,0,0.0346,0.143,0.0000769,0.166,0.231,86.489,4
spotify:track:20OFwXhEXf12DzwXmaV7fj,"Bad Moon Rising","Green River (Expanded Edition)","Creedence Clearwater Revival",1969-08-03,141600,82,false,sauerro,2021-11-06T14:39:58Z,"classic rock,southern rock,country rock","Craft Recordings",0.508,0.774,2,-5.973,1,0.0321,0.0586,0.00000487,0.063,0.942,178.946,4
spotify:track:0spSRHFS4zF4Imvz9sJcfL,"Spinning Wheel","Blood Sweat & Tears (Expanded Edition)","Blood Sweat & Tears",1968-12,247266,54,false,sauerro,2021-11-06T14:40:10Z,"","Columbia/Legacy",0.695,0.503,7,-9.313,1,0.0605,0.315,0.0000247,0.261,0.542,96.818,4
spotify:track:6FXwTBdpv4wD0G0Sz3Wxn4,"Crystal Blue Persuasion","Tommy James and The Shondells: Anthology","Tommy James & The Shondells",1989,246600,51,false,sauerro,2021-11-06T14:40:25Z,"","Rhino",0.604,0.313,9,-12.921,1,0.0363,0.248,0.0000454,0.184,0.817,99.171,4
spotify:track:279x1F6k9RLQ6qtCAgQTV7,"A Boy Named Sue - Live at San Quentin State Prison San Quentin CA - February 1969","The Essential Johnny Cash","Johnny Cash",2002-02-12,226893,46,false,sauerro,2024-01-24T21:55:15Z,"classic country,outlaw country,country","Columbia/Legacy",0.657,0.624,10,-7.789,1,0.112,0.759,0,0.966,0.89,101.898,4
spotify:track:11DjZQEZ69EXLo77HVj6yW,"Green River","Green River (Expanded Edition)","Creedence Clearwater Revival",1969-08-03,154120,76,false,sauerro,2021-11-06T14:41:03Z,"classic rock,southern rock,country rock","Craft Recordings",0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0809,0.973,141.694,4
spotify:track:2cjoDBTUi9FO103xhAU6Tk,"Jean","Good Morning Starshine: The Best Of Oliver","Oliver",2005-10-25,204573,40,false,sauerro,2021-11-06T14:41:22Z,"","CAPITOL CATALOG MKT (C92)",0.309,0.159,3,-13.39,1,0.0305,0.837,0.000335,0.117,0.328,91.936,3
spotify:track:4t6NQkpUmvpvLDCkl3XuwA,"Hot Fun in the Summertime - Mono Single Master","Greatest Hits","Sly & The Family Stone",1970-11-21,157040,55,false,sauerro,2021-11-06T14:41:46Z,"motown,classic soul,funk,funk rock,soul","Epic/Legacy",0.656,0.65,0,-11.643,1,0.0574,0.634,0.0147,0.161,0.931,146.268,3
spotify:track:70V9otkdkxxiRjrdiHk6CO,"Take a Letter Maria","R.B. Greaves","R.B. Greaves",1969,164520,55,false,sauerro,2021-11-06T14:42:05Z,"","Rhino/Elektra",0.582,0.5,2,-11.647,1,0.0459,0.636,0.00000971,0.134,0.971,160.414,4
